id,案内先名（name_ja）,英語名（name_en）,名詞辞書用英語,別名（alias）,カテゴリ（cat）,サブカテゴリ（subcat）,サブカテゴリ英語,エリア（area）,場所（station）,キーワード（keywords）,郵便番号（postcode）,住所（addr）,電話番号（tel）,構内（inside）,改札内（ingate）,喫煙（smoking）,座標（end_point）,緯度経度（lnglat）,日開始時間,日終了時間,月開始時間,月終了時間,火開始時間,火終了時間,水開始時間,水終了時間,木開始時間,木終了時間,金開始時間,金終了時間,土開始時間,土終了時間,公式サイトURL（url）,
252,ミスタードーナツ/パイフェイス,Mister Donut/Pie face,,,レストラン・お食事,カフェ・スイーツ,restaurant,南北自由通路,京都,"飲食店,レストラン,喫茶店,スイーツ",,-,075-365-3326,内,外,禁煙,"2,52,43",,0730,2200,0730,2200,0730,2200,0730,2200,0730,2200,0730,2200,0730,2200,https://www.misterdonut.jp/,
253,スパイシー・マサラ,curry shop SPICY MASARA,,,レストラン・お食事,中華・アジアン,restaurant,南北自由通路,京都,"飲食店,レストラン,アジアン",,京都府京都市下京区東塩小路町657 ＪＲ京都駅構内,075-352-6555,内,外,,"2,51,69",,0700,2100,0700,2100,0700,2100,0700,2100,0700,2100,0700,2100,0700,2100,https://www.kyoto-station-building.co.jp/restaurant_cafe/255.html,京都駅ビル
254,旬彩和食 たちばな,Tachibana,,,レストラン・お食事,日本食・寿司,restaurant,南北自由通路,京都,"飲食店,レストラン,日本食",,京都府京都市下京区烏丸通塩小路下ル東塩小路町 JR京都駅橋上南北自由通,075-371-4202,内,外,分煙,"2,49,65",,0800,2230,0800,2230,0800,2230,0800,2230,0800,2230,0800,2230,0800,2230,https://www.kyoto-station-building.co.jp/restaurant_cafe/261.html,京都駅ビル
256,FUKUNAGA901,FUKUNAGA901,,,レストラン・お食事,カフェ・スイーツ,restaurant,京都拉麺小路～大階段南側,京都,"飲食店,レストラン,スイーツ",,京都府京都市下京区烏丸通塩小路下る東塩小路901 京都駅ビル内8F,075-342-0082,内,外,禁煙,"8,34,48",,1000,2000,1000,2000,1000,2000,1000,2000,1000,2000,1000,2000,1000,2000,http://www.fukunaga294.jp/index.html,
257,焼き釜スイーツ 茶筅,Chasen,,,レストラン・お食事,カフェ・スイーツ,restaurant,京都拉麺小路～大階段南側,京都,"飲食店,レストラン,スイーツ",,京都府京都市下京区烏丸通塩小路下ル東塩小路町901 京都駅ビル10F　京都拉麺小路,075-352-3401,内,外,禁煙,"10,34,48",,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,https://kyoto-chasen.jimdo.com/,
258,鉄板焼 五山望,Teppanyaki Gozanbo.,,,レストラン・お食事,居酒屋・創作料理,restaurant,ホテルグランヴィア京都,京都,"飲食店,レストラン",, 京都府京都市下京区 烏丸通塩小路下ル ＪＲ京都駅中央口,075-342-5521,内,外,禁煙,"15,55,46",,1130,1530,1130,1530,1130,1530,1130,1530,1130,1530,1130,1530,1130,1530,http://www.granvia-kyoto.co.jp/rest/gozan.php,ホテルグランヴィア京都
259,ビュー&ダイニング コトシエール,View and dining Cotociel,,,レストラン・お食事,イタリアン・フレンチ,restaurant,ホテルグランヴィア京都,京都,"飲食店,レストラン",, 京都府京都市下京区 烏丸通塩小路下ル ＪＲ京都駅中央口,075-342-5522,内,外,禁煙,"15,60,48",,1130,1530,1130,1530,1130,1530,1130,1530,1130,1530,1130,1530,1130,1530,http://www.granvia-kyoto.co.jp/rest/cotociel.php,ホテルグランヴィア京都
260,スカイ ダイニング & ラウンジ サザンコート,The sky Dining and lounge Southern Court,,,レストラン・お食事,ダイニングバー・バル,restaurant,ホテルグランヴィア京都,京都,"飲食店,レストラン",, 京都府京都市下京区 烏丸通塩小路下ル ＪＲ京都駅中央口,075-342-5523,内,外,禁煙,"15,64,48",,1130,1530,1130,1530,1130,1530,1130,1530,1130,1530,1130,1530,1130,1530,http://www.granvia-kyoto.co.jp/rest/south.php,ホテルグランヴィア京都
261,中国料理 六本木樓外樓,Roppongi Rogairo,,,レストラン・お食事,中華・アジアン,restaurant,ホテルグランヴィア京都,京都,"飲食店,レストラン",, 京都府京都市下京区 烏丸通塩小路下ル ＪＲ京都駅中央口,075-365-3320,内,外,禁煙,"15,50,47",,1130,1500,1130,1500,1130,1500,1130,1500,1130,1500,1130,1500,1130,1500,http://www.granvia-kyoto.co.jp/rest/roppongi.php,ホテルグランヴィア京都
262,ゲストハウス 塩小路楽粋,Guest House Shiokoji Rakusui,,,レストラン・お食事,日本食・寿司,restaurant,ホテルグランヴィア京都,京都,"飲食店,レストラン",, 京都府京都市下京区 烏丸通塩小路下ル ＪＲ京都駅中央口,075-344-8888,内,外,喫煙,"6,69,46",,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,http://www.granvia-kyoto.co.jp/rest/rakusui.php,ホテルグランヴィア京都
263,日本料理 京都吉兆,Kyoto Kitcho,,,レストラン・お食事,日本食・寿司,restaurant,ホテルグランヴィア京都,京都,"飲食店,レストラン",, 京都府京都市下京区 烏丸通塩小路下ル ＪＲ京都駅中央口,075-342-0808,内,外,禁煙,"m3,57,46",,1130,1500,1130,1500,1130,1500,1130,1500,1130,1500,1130,1500,1130,1500,https://kyoto-kitcho.com/,
264,天婦羅処 京林泉,Tempura Kyorinsen,,,レストラン・お食事,日本食・寿司,restaurant,ホテルグランヴィア京都,京都,"飲食店,レストラン",, 京都府京都市下京区 烏丸通塩小路下ル ＪＲ京都駅中央口,075-343-3535,内,外,禁煙,"m3,68,47",,1130,1500,1130,1500,1130,1500,1130,1500,1130,1500,1130,1500,1130,1500,http://kyorinsen.kyoyamato.com/,
265,日本料理 浮橋,Japanese food Ukihashi,,,レストラン・お食事,日本食・寿司,restaurant,ホテルグランヴィア京都,京都,"飲食店,レストラン",, 京都府京都市下京区 烏丸通塩小路下ル ＪＲ京都駅中央口,075-342-5527,内,外,禁煙,"m3,63,46",,1130,1500,1130,1500,1130,1500,1130,1500,1130,1500,1130,1500,1130,1500,http://www.granvia-kyoto.co.jp/rest/ukihashi.php,ホテルグランヴィア京都
266,カフェレストラン ル・タン,A cafe restaurant Le Temps,,,レストラン・お食事,レストラン,restaurant,ホテルグランヴィア京都,京都,"飲食店,レストラン",, 京都府京都市下京区 烏丸通塩小路下ル ＪＲ京都駅中央口,075-342-5525,内,外,禁煙,"2,81,44",,0630,2300,0630,2300,0630,2300,0630,2300,0630,2300,0630,2300,0630,2300,http://www.granvia-kyoto.co.jp/rest/letemps.php,ホテルグランヴィア京都
267,メインバー オルビット,Main bar Orbite,,,レストラン・お食事,ダイニングバー・バル,restaurant,ホテルグランヴィア京都,京都,"飲食店,レストラン",, 京都府京都市下京区 烏丸通塩小路下ル ＪＲ京都駅中央口,075-342-5526,内,外,分煙,"2,84,46",,1730,2430,1730,2430,1730,2430,1730,2430,1730,2430,1730,2430,1730,2430,http://www.granvia-kyoto.co.jp/rest/orbite.php,ホテルグランヴィア京都
268,ロビーラウンジ グランジュール,A lobby lounge Grand Jour,,,レストラン・お食事,喫茶店,restaurant,ホテルグランヴィア京都,京都,"飲食店,レストラン",, 京都府京都市下京区 烏丸通塩小路下ル ＪＲ京都駅中央口,075-344-8888,内,外,禁煙,"2,68,42",,0900,2130,0900,2130,0900,2130,0900,2130,0900,2130,0900,2130,0900,2130,http://www.granvia-kyoto.co.jp/rest/grandjour.php,ホテルグランヴィア京都
269,すし割烹 浮橋,Sushi Ukihashi,,,レストラン・お食事,日本食・寿司,restaurant,ホテルグランヴィア京都,京都,"飲食店,レストラン",, 京都府京都市下京区 烏丸通塩小路下ル ＪＲ京都駅中央口,075-342-5527,内,外,禁煙,"m3,63,46",,1130,1500,1130,1500,1130,1500,1130,1500,1130,1500,1130,1500,1130,1500,http://www.granvia-kyoto.co.jp/rest/ukihashi_sushi.php,ホテルグランヴィア京都
270,地酒焼肴 浮橋,Ukihashi,,,レストラン・お食事,レストラン,restaurant,ホテルグランヴィア京都,京都,"飲食店,レストラン",, 京都府京都市下京区 烏丸通塩小路下ル ＪＲ京都駅中央口,075-342-5527,内,外,禁煙,"m3,63,46",,1700,2200,1700,2200,1700,2200,1700,2200,1700,2200,1700,2200,1700,2200,http://www.granvia-kyoto.co.jp/rest/ukihashi_sakana.php,ホテルグランヴィア京都
271,エスタシオンカフェ,ESTACION CAFE,,,カフェ・スイーツ,カフェ・スイーツ,restaurant,中央コンコース・地下東口,京都,"飲食店,レストラン,喫茶店",,京都府京都市下京区塩小路町 京都駅ビルB1F,075-342-0002,内,外,分煙,"b1,61,43",,0700,2200,0700,2200,0700,2200,0700,2200,0700,2200,0700,2200,0700,2200,http://www.jwfsn.com/,
272,カフェ チェントチェント,CAFÉ Cento Cento,,,レストラン・お食事,イタリアン・フレンチ,restaurant,京都劇場,京都,"飲食店,レストラン,喫茶店",,京都市下京区烏丸通塩小路下ル 京都駅ビル内,075-361-7939,内,外,禁煙,"7,86,42",,1100,2230,1100,2230,1100,2230,1100,2230,1100,2230,1100,2230,1100,2230,https://www.kyoto-gekijo.com/facilities/index.html#restaurant,京都劇場
273,がんこ,Ganko,,,レストラン・お食事,日本食・寿司,restaurant,京都劇場,京都,"飲食店,レストラン",,京都市下京区烏丸通塩小路下ル 京都駅ビル内,075-342-5995,内,外,分煙,"2,92,42",,1100,2300,1100,2300,1100,2300,1100,2300,1100,2300,1100,2300,1100,2300,https://www.kyoto-gekijo.com/facilities/index.html#restaurant,京都劇場
274,京やさい料理 接方来,Sepporai,,,レストラン・お食事,日本食・寿司,restaurant,京都劇場,京都,"飲食店,レストラン",,京都市下京区烏丸通塩小路下ル 京都駅ビル内,075-353-9565,内,外,禁煙,"2,87,46",,1100,2300,1100,2300,1100,2300,1100,2300,1100,2300,1100,2300,1100,2300,https://www.suishin.co.jp/,
275,京都木村屋本店,Kyoto Kimuraya Honten,,,レストラン・お食事,居酒屋・創作料理,restaurant,京都劇場,京都,"飲食店,レストラン",,京都市下京区烏丸通塩小路下ル 京都駅ビル内,075-365-2000,内,外,喫煙,"1,93,39",,1100,0000,1100,0000,1100,0000,1100,0000,1100,0000,1100,0000,1100,0000,https://kidshd68.owst.jp/,
276,そば酒房 徳兵衛,SOBA TOKUBE,,,レストラン・お食事,日本食・寿司,restaurant,京都劇場,京都,"飲食店,レストラン",,京都市下京区烏丸通塩小路下ル 京都駅ビル内,075-352-3663,内,外,喫煙,"2,89,45",,1100,2300,1100,2300,1100,2300,1100,2300,1100,2300,1100,2300,1100,2300,https://www.kyoto-gekijo.com/facilities/index.html#restaurant,京都劇場
277,竈炊き立てごはん土井,Doi,,,レストラン・お食事,日本食・寿司,restaurant,ASTY京都,京都,"飲食店,レストラン",,京都府京都市下京区東塩小路高倉町8-3 　アスティロード京都1F,075-634-8545,内,外,禁煙,"1,65,71",,0900,2200,0900,2200,0900,2200,0900,2200,0900,2200,0900,2200,0900,2200,http://www.doishibazuke.co.jp/kamado-doi/,
278,寿しのむさし,Musashi,,,レストラン・お食事,日本食・寿司,restaurant,ASTY京都,京都,"飲食店,レストラン",,京都府京都市下京区東塩小路高倉町8-3 　アスティロード京都1F,075-662-0634,内,外,禁煙,"1,67,71",,1030,2230,1030,2230,1030,2230,1030,2230,1030,2230,1030,2230,1030,2230,http://www.sushinomusashi.com/,
279,原了郭,Hararyoukaku,,,レストラン・お食事,居酒屋・創作料理,restaurant,ASTY京都,京都,"飲食店,レストラン",,京都府京都市下京区東塩小路高倉町8-3 　アスティロード京都1F,075-661-9673,内,外,禁煙,"1,69,70",,1100,2100,1100,2100,1100,2100,1100,2100,1100,2100,1100,2100,1100,2100,http://www.hararyoukaku.co.jp/,
280,くらま,Kurama,,,レストラン・お食事,日本食・寿司,restaurant,ASTY京都,京都,"飲食店,レストラン",,京都府京都市下京区東塩小路高倉町8-3 　アスティロード京都1F,075-681-1539,内,外,禁煙,"1,71,71",,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,https://www.asty-kyoto.co.jp/asty_kyoto/store/151/,ASTY京都
281,グリル＆ビア 京ダイニング八条,Kyo Dining Hachijo,,,レストラン・お食事,ダイニングバー・バル,restaurant,ASTY京都,京都,"飲食店,レストラン",,京都府京都市下京区東塩小路高倉町8-3 　アスティロード京都1F,075-661-8548,内,外,分煙,"1,73,71",,1100,2300,1100,2300,1100,2300,1100,2300,1100,2300,1100,2300,1100,2300,https://www.asty-kyoto.co.jp/asty_kyoto/store/152/,ASTY京都
282,パスタモーレ,PASTAMORE,,,レストラン・お食事,イタリアン・フレンチ,restaurant,ASTY京都,京都,"飲食店,レストラン",,京都府京都市下京区東塩小路高倉町8-3 　アスティロード京都1F,075-694-2270,内,外,禁煙,"1,74,73",,0700,2300,0700,2300,0700,2300,0700,2300,0700,2300,0700,2300,0700,2300,https://www.asty-kyoto.co.jp/asty_kyoto/store/153/,ASTY京都
283,江戸川 京都店,EDOGAWA KYOTO,,,レストラン・お食事,日本食・寿司,restaurant,みやこみち,京都,"飲食店,レストラン",,京都府京都市下京区東塩小路釜殿町31-1,075-672-2081,内,外,,"1,16,72",,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,https://r.gnavi.co.jp/k520800/,みやこみち
284,とり八,TORIHATI,,,レストラン・お食事,日本食・寿司,restaurant,みやこみち,京都,"飲食店,レストラン",,京都府京都市下京区東塩小路釜殿町31-1,075-691-4680,内,外,喫煙,"1,14,73",,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,https://www.gnavi.co.jp/kinmei/gourmet.html#rest,みやこみち
285,孫兵衛,MAGOBEI,,,レストラン・お食事,日本食・寿司,restaurant,みやこみち,京都,"飲食店,レストラン",,京都府京都市下京区東塩小路釜殿町31-1,075-661-8505,内,外,,"1,12,73",,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,https://www.gnavi.co.jp/kinmei/gourmet.html#rest,みやこみち
286,おそば処　葵,OSOBA-DOKORO AOI,,,レストラン・お食事,日本食・寿司,restaurant,みやこみち,京都,"飲食店,レストラン",,京都府京都市下京区東塩小路釜殿町31-1,075-661-8998,内,外,,"1,15,75",,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,https://r.gnavi.co.jp/c919600/,みやこみち
287,京都生そば　もり平,Kyoto Kisoba Morihei,,,レストラン・お食事,日本食・寿司,restaurant,みやこみち,京都,"飲食店,レストラン",,京都府京都市下京区東塩小路釜殿町31-1,075-661-2462,内,外,喫煙,"1,10,72",,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,http://www.kyoto-morihei.com/,
288,旬菜Dining 悠　Yu,Shunsai Dining Yu,,,レストラン・お食事,居酒屋・創作料理,restaurant,みやこみち,京都,"飲食店,レストラン",,京都府京都市下京区東塩小路釜殿町31-1,075-661-3225,内,外,喫煙,"1,9,72",,1030,2230,1030,2230,1030,2230,1030,2230,1030,2230,1030,2230,1030,2230,https://www.gnavi.co.jp/kinmei/gourmet.html#rest,みやこみち
289,すし昌,Sushi Masa,,,レストラン・お食事,日本食・寿司,restaurant,みやこみち,京都,"飲食店,レストラン",,京都府京都市下京区東塩小路釜殿町31-1,075-661-6899,内,外,喫煙,"1,8,72",,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,https://www.gnavi.co.jp/kinmei/gourmet.html#rest,みやこみち
290,四川料理 洛楽,SISENRYORI RAKURAKU,,,レストラン・お食事,中華・アジアン,restaurant,みやこみち,京都,"飲食店,レストラン",,京都府京都市下京区東塩小路釜殿町31-1,075-661-7367,内,外,禁煙,"1,7,72",,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,https://r.gnavi.co.jp/k170034/,みやこみち
291,粋花KYK,Tonkatu Suika KYK,,,レストラン・お食事,居酒屋・創作料理,restaurant,みやこみち,京都,"飲食店,レストラン",,京都府京都市下京区東塩小路釜殿町31-1,075-693-4668,内,外,禁煙,"1,5,73",,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,https://www.tonkatu-kyk.co.jp/tonkatu,
292,アミーチ,Amici,,,レストラン・お食事,イタリアン・フレンチ,restaurant,みやこみち,京都,"飲食店,レストラン",,京都府京都市下京区東塩小路釜殿町31-1,075-661-3005,内,外,分煙,"1,10,75",,0600,2330,0600,2330,0600,2330,0600,2330,0600,2330,0600,2330,0600,2330,https://www.gnavi.co.jp/kinmei/gourmet.html#rest,みやこみち
293,侘家三昧,WABIYA ZANMAI,,,レストラン・お食事,居酒屋・創作料理,restaurant,みやこみち,京都,"飲食店,レストラン",,京都府京都市下京区東塩小路釜殿町31-1,075-672-2828,内,外,喫煙,"1,8,75",,1100,2300,1100,2300,1100,2300,1100,2300,1100,2300,1100,2300,1100,2300,http://www.wabiya.com/index.php,
294,京　とんちん亭,Kyo-Tonchintei,,,レストラン・お食事,日本食・寿司,restaurant,みやこみち,京都,"飲食店,レストラン",,京都府京都市下京区東塩小路釜殿町31-1,075-693-9911,内,外,,"1,6,74",,1100,2300,1100,2300,1100,2300,1100,2300,1100,2300,1100,2300,1100,2300,https://r.gnavi.co.jp/c921700/,みやこみち
295,京和食 いち藤,Kyouwashoku Ichifuji,,,レストラン・お食事,日本食・寿司,restaurant,みやこみち,京都,"飲食店,レストラン",,京都府京都市下京区東塩小路釜殿町31-1,075-662-1567,内,外,喫煙,"1,3,75",,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,http://ichifuji-kyoto.jp/index.html,
296,GRILL AND BAR　東洋亭,GRILL AND BAR TOYOTEI,,,レストラン・お食事,レストラン,restaurant,みやこみち,京都,"飲食店,レストラン",,京都府京都市下京区東塩小路釜殿町31-1,075-662-2300,内,外,禁煙,"1,1,73",,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,http://www.touyoutei.co.jp/,
297,ハマムラ近鉄名店街みやこみち店,Hamamura,,,レストラン・お食事,中華・アジアン,restaurant,みやこみち,京都,"飲食店,レストラン",,京都府京都市下京区東塩小路釜殿町31-1,075-672-1010,内,外,喫煙,"1,1,75",,1100,2130,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,http://www.hamamura-gr.com/index.html,
298,（構外）マンインザムーン 京都駅店,Man in the Moon,,,レストラン・お食事,ダイニングバー・バル,restaurant,みやこみち,京都,"飲食店,レストラン",,京都府京都市下京区東塩小路釜殿町31-1,075-672-2522,内,外,喫煙,,,1100,0200,1100,0200,1100,0200,1100,0200,1100,0200,1100,0400,1100,0400,http://www.maninthemoon.jp/,
299,マールブランシュ,MALEBRANCHE,,,カフェ・スイーツ,カフェ・スイーツ,restaurant,みやこみち,京都,"飲食店,レストラン,喫茶店",,京都府京都市下京区東塩小路釜殿町31-1,075-661-3808,内,外,禁煙,"1,33,71",,0900,2100,0900,2100,0900,2100,0900,2100,0900,2100,0900,2100,0900,2100,http://www.malebranche.co.jp/,
300,和カフェ 京あんじゅ,Wa-café Kyoanju,,,カフェ・スイーツ,カフェ・スイーツ,restaurant,みやこみち,京都,"飲食店,レストラン,喫茶店",,京都府京都市下京区東塩小路釜殿町31-1,075-662-5864,内,外,禁煙,"1,19,72",,0900,2200,0900,2200,0900,2200,0900,2200,0900,2200,0900,2200,0900,2200,https://www.gnavi.co.jp/kinmei/gourmet.html,みやこみち
301,京喫茶 潤,Kyo-kissa JUN,,,カフェ・スイーツ,カフェ・スイーツ,restaurant,みやこみち,京都,"飲食店,レストラン,喫茶店",,京都府京都市下京区東塩小路釜殿町31-1,075-691-2802,内,外,分煙,"1,18,74",,0700,2200,0700,2200,0700,2200,0700,2200,0700,2200,0700,2200,0700,2200,https://www.gnavi.co.jp/kinmei/gourmet.html,みやこみち
302,カフェ チャオプレッソ京都みやこみち店,CAFE CIAO PRESSO,,,カフェ・スイーツ,カフェ・スイーツ,restaurant,みやこみち,京都,"飲食店,レストラン,喫茶店",,京都府京都市下京区東塩小路釜殿町31-1,075-671-8807,内,外,禁煙,"1,12,75",,0700,2200,0700,2200,0700,2200,0700,2200,0700,2200,0700,2200,0700,2200,https://www.gnavi.co.jp/kinmei/gourmet.html,みやこみち
303,ミスタードーナツ近鉄京都ショップ,Mister Donut,,,カフェ・スイーツ,カフェ・スイーツ,restaurant,みやこみち,京都,"飲食店,レストラン,喫茶店",,京都府京都市下京区東塩小路釜殿町31-1,075-693-8155,内,外,禁煙,"1,1,75",,0900,2200,0900,2200,0900,2200,0900,2200,0900,2200,0900,2200,0900,2200,https://www.misterdonut.jp/,
304,京都アバンティ,KYOTO AVANTI,,,,施設,Facilities,,京都,施設,,京都市南区東九条西山王町31,075-682-5031,内,外,,"1,81,97",,,,,,,,,,,,,,,,,
305,メルパルク京都,Mielparque Kyoto,,,,施設,Facilities,,京都,施設,,京都府京都市下京区東洞院通七条下ル東塩小路町676-13,075-352-7444,内,外,,"1,95,30",,,,,,,,,,,,,,,,,
306,京都タワー,Kyoto Tower,,,,施設,Facilities,,京都,施設,,京都府京都市下京区東塩小路町721-1,075-361-3215,内,外,,"1,65,8",,0900,2100,0900,2100,0900,2100,0900,2100,0900,2100,0900,2100,0900,2100,,
307,京都新阪急ホテル,Hotel new Hankyu Kyoto,,,,ホテル,Hotel,,京都,"ホテル,阪急ホテル",,京都府京都市下京区東塩小路町 JR京都駅烏丸中央口正面,075-343-5300,内,外,,"1,33,8",,,,,,,,,,,,,,,,https://www.hankyu-hotel.com/hotel/hh/kyotoshh/,
308,ホテル京阪京都グランデ,Hotel Keihan Kyoto Grande,,,,ホテル,Hotel,,京都,ホテル,,京都市南区東九条西山王町31,075-661-0321,外,外,,"1,95,94",,,,,,,,,,,,,,,,,
309,イビススタイルズ 京都 ステーション,"Ibis Styles, Kyoto Station",,,,ホテル,Hotel,,京都,ホテル,,京都府京都市南区東九条上殿田町４７,075-693-8444,外,外,,"1,48,90",,,,,,,,,,,,,,,,,
310,京都タワーホテル,Kyoto Tower Hotel,,,,ホテル,Hotel,,京都,ホテル,,京都市下京区烏丸通七条下る 東塩小路町 721-1,075-361-7261,外,外,,"1,62,3",,,,,,,,,,,,,,,,,
311,ホテル近鉄京都駅,"Hotel Kintetsu, Kyoto Station",,,,ホテル,Hotel,,京都,ホテル,,京都府京都市下京区東塩小路釜殿町1-9,075-692-2111,内,外,,"1,35,69",,,,,,,,,,,,,,,,,
312,新・都ホテル,New Miyako Hotel,,,,ホテル,Hotel,,京都,"ホテル,新都ホテル",,京都府京都市南区西九条院町１７,075-661-7111,外,外,,"1,4,90",,,,,,,,,,,,,,,,https://www.miyakohotels.ne.jp/newmiyako/index.html/,
313,（構外）天然温泉花蛍の湯ドーミーインPREMIUM京都駅前,"Dormy inn Premium,  Kyoto Station Front",,,,ホテル,Hotel,,京都,ホテル,,京都府京都市下京区東塩小路町558-8,075-371-5489,外,外,,,,,,,,,,,,,,,,,,,
314,（構外）京都センチュリーホテル,Kyoto Century Hotel,,,,ホテル,Hotel,,京都,ホテル,,京都府京都市下京区東塩小路町680,075-351-0111,外,外,,,,,,,,,,,,,,,,,,,
315,ホテル法華クラブ京都,"Hotel Hokke Club, Kyoto",,,,ホテル,Hotel,,京都,ホテル,, 京都府京都市下京区 室町東入東塩小路町579-16 塩小路通,075-361-1251,外,外,,"1,57,9",,,,,,,,,,,,,,,,,
316,（構外）アパホテル　京都駅前,APA Hotel: Kyoto Station Front,,,,ホテル,Hotel,,京都,ホテル,,京都府京都市下京区 西洞院通塩小路下ﾙ南不動堂町806,075-365-4111,外,外,,,,,,,,,,,,,,,,,,,
317,（構外）アパヴィラホテル 京都駅前,APA Villa HOTEL: Kyoto Station Front,,,,ホテル,Hotel,,京都,ホテル,,東京都港区赤坂3丁目19-10,03-3582-5111,外,外,,,,,,,,,,,,,,,,,,,
318,烏丸中央口改札東,Midori-no-Madoguchi: At Karasma Central Gate,,,その他・サービス,みどりの窓口,Green Window,,京都,みどりの窓口,,,,内,外,,"1,66,42",,0530,2300,0530,2300,0530,2300,0530,2300,0530,2300,0530,2300,0530,2300,,
319,西口改札横,Midori-no-Madoguchi: At West Gate,,,その他・サービス,みどりの窓口,Green Window,,京都,みどりの窓口,,,,内,外,,"2,47,60",,0530,2300,0530,2300,0530,2300,0530,2300,0530,2300,0530,2300,0530,2300,,
320,西口改札内横,Midori-no-Madoguchi: Inside West Gate,,,その他・サービス,みどりの窓口,Green Window,,京都,みどりの窓口,,,,内,内,,"2,52,60",,0530,2300,0530,2300,0530,2300,0530,2300,0530,2300,0530,2300,0530,2300,,
321,新幹線中央口改札,Midori-no-Madoguchi: At Shinkansen Central Gate,,,その他・サービス,みどりの窓口,Green Window,,京都,みどりの窓口,,,,内,内,,"2,49,72",,0530,2300,0530,2300,0530,2300,0530,2300,0530,2300,0530,2300,0530,2300,,
322,新幹線八条口横,Midori-no-Madoguchi: At Shinkansen Hachijo-Gate,,,その他・サービス,みどりの窓口,Green Window,,京都,みどりの窓口,,,,内,外,,"1,53,72",,0530,2300,0530,2300,0530,2300,0530,2300,0530,2300,0530,2300,0530,2300,,
323,JR京都駅地下東口前,Ticket Vending Machines in front of Kyoto Station Underground East Gate,,,その他・サービス,券売機,automatic ticket vending machine,,京都,"券売機,チケット購入",,,,内,外,,"1,82,40",,0530,2300,0530,2300,0530,2300,0530,2300,0530,2300,0530,2300,0530,2300,,
324,京都駅ビル忘れ物問い合せセンター,Lost and Found at Kyoto Station Building,,,その他・サービス,忘れ物,lost property,中央防災センター,京都,"忘れ物,忘れ物センター",,-,075-361-4601,内,外,,"b1,58,39",,,,,,,,,,,,,,,,,
325,京都中央郵便局,Kyoto Central Post Office,,,,郵便局,post office,,京都,郵便局,,京都府京都市下京区東塩小路町843-12,075-365-2471,外,外,,"1,27,34",,0900,2100,0900,2100,0900,2100,0900,2100,0900,2100,0900,2100,1900,2100,,
326,（構外）京都駅八条口郵便局,Kyoto Station Hachijo-Gate Post Office,,,,郵便局,post office,,京都,郵便局,,京都府京都市南区東九条上殿田町40,075-671-7892,外,外,,,,0000,0000,0900,1700,0900,1700,0900,1700,0900,1700,0900,1700,0000,0000,,
327,おみやげ街道ＪＲ京都駅西口店,Omiyage Kaido at JR Kyoto Station West Gate,,,ギフト・おみやげ,お土産屋,Souvenir shop,,京都,"お土産屋,お土産",,京都府京都市下京区東塩小路町,075-341-7551,内,外,,"2,44,54",,0730,2200,0730,2200,0730,2200,0730,2200,0730,2200,0730,2200,0730,2200,,
328,おみやげ街道ＪＲ京都西口改札内店,Omiyage Kaido in JR Kyoto Station West Gate,,,ギフト・おみやげ,お土産屋,Souvenir shop,,京都,"お土産屋,お土産",,京都府京都市下京区東塩小路町,075-352-5461,内,内,,"2,51,50",,0700,2100,0700,2100,0700,2100,0700,2100,0700,2100,0700,2100,0700,2100,,
329,定家,Sadaie,,,ギフト・おみやげ,お土産屋,Souvenir shop,,京都,"お土産屋,お土産",,京都市下京区東塩小路町901 JR京都駅ビルB1,075-352-5463,内,外,,"b1,62,43",,0730,2030,0730,2030,0730,2030,0730,2030,0730,2030,0730,2030,0730,2030,,
330,よーじや 京都駅烏丸中央口コーナー,Yojiya Kyoto Station Karasuma Central Gate Corner,,,ギフト・おみやげ,お土産屋,Souvenir shop,,京都,"お土産屋,お土産",,京都府京都市下京区 塩小路下ル東塩小路町 烏丸中央口 烏丸通,075-353-7811,内,外,,"1,63,40",,0900,2000,0900,2000,0900,2000,0900,2000,0900,2000,0900,2000,0900,2000,,
